CustomerTransactionId,CustomerId,ProductId,Quantity,UnitPrice,Discount,TotalPrice,PaymentMethod,Location,Status,CustomerTransactionTimestamp,CustomerName,CustomerEmail,ProductName,ProductDescription
"6050b417-a7c1-40a8-980e-bfd96bb269db","16188d1b-94dc-41bf-93f8-60c123559b12","fe8587fd-a796-4c98-a174-dc0fe4604eca",4,84.36,12.16,325.28,"DebitCard","Store 65","Cancelled",11/7/2024 6:15:38 PM,"Charlotte Lewis","charlotte.lewis@example.com","Sample Product G","Description for product G."
"7e077e8c-60b0-41ff-964e-e85f8650e1cf","c2805df7-4a72-45d3-8b61-813b136b7a31","57d42be8-e425-4b6c-abf4-f2b92e1c4f54",2,99.95,4.84,195.06,"CreditCard","Store 65","Cancelled",10/10/2024 6:15:38 PM,"Sophia Lewis","sophia.lewis@example.com","Sample Product H","Description for product H."
"a047a3e4-0cce-411a-a4a2-5ee95bc2c02b","30dfde5b-97c1-4a3c-b763-057470841ebe","1a697c68-ef6e-43ee-a8c9-83c4d9f190a9",4,42.42,3.32,166.36,"Cash","Store 68","Completed",11/6/2024 6:15:38 PM,"Jane Garcia","jane.garcia@example.com","Sample Product I","Description for product I."
"90837189-5c0e-4cd3-915e-79b203f098dd","6a2a2a57-b018-4cd9-9e8c-55ea37464c55","202ca640-6de6-4109-a894-2535b0f29d25",3,88.32,15.85,249.11,"DebitCard","Store 67","Cancelled",11/7/2024 6:15:38 PM,"Liam Smith","liam.smith@example.com","Sample Product J","Description for product J."
"8d2682e0-e81f-4fc4-98c5-a792ece95311","6910c771-8759-4112-8b71-f700b5b6761d","b20d168c-0990-4ea1-aa40-d35bac37ecc0",4,80.31,14.09,307.15,"DigitalWallet","Store 66","Completed",10/28/2024 6:15:38 PM,"Noah Lewis","noah.lewis@example.com","Sample Product K","Description for product K."
"8ff02390-976a-4a07-ae18-2729fda102a3","19e4078d-01b0-49b2-a0d3-fd6feae7e30c","478ec5c7-0d95-4e19-9d66-1d9c9e9d4484",2,24.42,2.22,46.62,"DigitalWallet","Store 67","Cancelled",10/17/2024 6:15:38 PM,"David Wilson","david.wilson@example.com","Sample Product L","Description for product L."
"df914903-370e-4168-9c10-6cb4f955a292","ddbbbc89-577e-4856-a705-27283fef9f42","80113f71-3a87-4a49-956a-de9718343b1c",2,59.94,0.18,119.7,"DebitCard","Store 68","Cancelled",10/29/2024 6:15:38 PM,"Caleb Jones","caleb.jones@example.com","Sample Product M","Description for product M."
"7e077e8c-60b0-41ff-964e-e85f8650e1cf","c2805df7-4a72-45d3-8b61-813b136b7a31","c32d63d3-965e-45f3-855b-50643d70e115",2,27.45,9.99,44.91,"Cash","Store 65","Completed",11/7/2024 6:15:38 PM,"Samuel Doe","samuel.doe@example.com","Sample Product N","Description for product N."
"82f81df0-2dda-45b0-b6e8-55e9dc68c643","e14f79cb-6217-420d-b7d9-88e7ce046f4e","e21ad4c7-71a2-456c-af10-71692b76f83e",2,15.77,1.82,29.72,"CreditCard","Store 65","Pending",10/19/2024 6:15:38 PM,"Bob Allen","bob.allen@example.com","Sample Product O","Description for product O."
"2eb48b1e-f181-41a6-a41f-da6e6e6ba6cd","c465df69-7813-4e49-b7e5-32647aece99a","81179a16-4e3c-4879-ae56-0862c4b2932f",1,35.46,5.7,29.76,"Cash","Store 65","Cancelled",10/13/2024 6:15:38 PM,"Olivia Lewis","olivia.lewis@example.com","Sample Product P","Description for product P."
"82f81df0-2dda-45b0-b6e8-55e9dc68c643","e14f79cb-6217-420d-b7d9-88e7ce046f4e","21b9460c-cf20-410f-be48-0038a4640c81",3,39.38,7.47,110.67,"CreditCard","Store 65","Pending",10/13/2024 6:15:38 PM,"Caleb Taylor","caleb.taylor@example.com","Sample Product Q","Description for product Q."
"1b23b05a-42e2-4faa-ae60-5f09984efd8b","8d5f3307-8a5b-4aca-9eb6-4ee5ffb1b31a","05874abc-1698-4398-9a66-0913897275d1",3,34.78,10.93,93.41,"CreditCard","Store 68","Completed",11/3/2024 6:15:38 PM,"Ava Young","ava.young@example.com","Sample Product R","Description for product R."
"a4df41d0-228d-49c8-bc10-eb0b71bed0a8","d8e03e4b-a10d-42a6-b11f-093bfc9ef0a5","16bdde86-1320-4916-8ba8-27182ab545d0",2,69.53,18.14,120.92,"CreditCard","Store 65","Cancelled",10/30/2024 6:15:38 PM,"Hannah Moore","hannah.moore@example.com","Sample Product S","Description for product S."
"0dfbae4c-cd69-4f11-b4c0-338e2371d943","8b001c3b-e242-4c8a-8896-ec635ff18887","c0095ac0-462a-42ab-a5b6-a013e056fb8e",1,39.08,18.07,21.01,"Cash","Store 65","Completed",11/4/2024 6:15:38 PM,"Ava Allen","ava.allen@example.com","Sample Product T","Description for product T."
"d5c2f91e-9d2b-4bb3-9afe-be87db7a0712","392dbb3c-2b13-4b67-b263-0d1c515cee16","25ceb473-53f1-4c7e-9986-689d4fb6231d",3,22.44,0.71,66.61,"DigitalWallet","Store 66","Cancelled",10/22/2024 6:15:38 PM,"Mason Johnson","mason.johnson@example.com","Sample Product U","Description for product U."
"9ccb0bed-edab-4ab2-9140-c5ecad154768","ccb5c928-c7ba-4e62-9767-a74c47bcf1f5","8ad14975-6f20-419a-a8a1-617c1ce5237e",3,92.25,13.66,263.09,"DebitCard","Store 66","Completed",11/6/2024 6:15:38 PM,"Charlie Young","charlie.young@example.com","Sample Product V","Description for product V."
"43bef359-8f61-47b4-b84f-18860f0ad6ea","373a0f38-4833-42a3-badc-531fab0314f9","8fa25779-81b9-4475-867c-55357f15a064",1,24.23,5.47,18.76,"Cash","Store 65","Cancelled",10/19/2024 6:15:38 PM,"Mia Thomas","mia.thomas@example.com","Sample Product W","Description for product W."
"235b476d-e503-4864-8bc4-a9a27642a228","c9b05bd1-4d60-49e0-86aa-a63334425581","1909cbb2-60e9-489c-85ba-ad923c93563b",1,56.09,11.86,44.23,"DigitalWallet","Store 68","Pending",10/11/2024 6:15:38 PM,"John Lewis","john.lewis@example.com","Sample Product X","Description for product X."
"b0c459f2-2e79-493c-8f68-cbf84c31172e","bc979463-7099-4095-ba80-a39b2db94b81","f5021967-c40d-4ff2-9c72-51940180c4dc",5,74.27,7.17,364.18,"CreditCard","Store 68","Completed",10/21/2024 6:15:38 PM,"Charlie Williams","charlie.williams@example.com","Sample Product Y","Description for product Y."
"141cba79-e1c6-448b-bdb0-b0728375a767","412b9a89-6cfc-403b-adf3-df92e1d01f43","bc5ff738-5027-404f-8d80-b611808c9064",3,40.03,0.45,119.64,"CreditCard","Store 68","Pending",10/28/2024 6:15:38 PM,"Caleb Moore","caleb.moore@example.com","Sample Product Z","Description for product Z."
"0b5b3e24-13bd-4699-968b-1cc60a3d0f53","5e3c2480-11a8-4c66-9c6b-07581dad6d61","e4784235-946c-40df-9cd7-8bc1f0e7ae44",1,33.24,5.74,27.5,"CreditCard","Store 68","Pending",10/25/2024 6:15:38 PM,"Mason Anderson","mason.anderson@example.com","Sample Product A","Description for product A."
"6050b417-a7c1-40a8-980e-bfd96bb269db","16188d1b-94dc-41bf-93f8-60c123559b12","c7b81d87-0a12-4584-ae8a-5597d0c8273d",5,65.28,5.53,320.87,"DigitalWallet","Store 65","Completed",10/10/2024 6:15:38 PM,"Jackson Anderson","jackson.anderson@example.com","Sample Product B","Description for product B."
"ad26d9a7-a74d-411f-9dda-d2724b3f5e15","36859ff3-6550-49bf-a994-4d66b72c0eaa","6ebe8934-372b-40ea-8720-e2fadb357b1d",4,80.39,6.96,314.6,"DebitCard","Store 65","Cancelled",11/8/2024 6:15:38 PM,"Bob King","bob.king@example.com","Sample Product C","Description for product C."
"bf68d61e-9ca0-45bf-b186-807a870afce9","1f3cdfae-000d-444f-9476-74fc1397271b","c601de91-5e0e-4b57-b1d8-8b49e9576f32",5,13.95,6.1,63.65,"DigitalWallet","Store 65","Completed",10/17/2024 6:15:38 PM,"Amelia Williams","amelia.williams@example.com","Sample Product D","Description for product D."
"d1ff036e-08bc-4454-85e6-e866a684f94f","d22a2b3e-dae7-4d1d-a402-8b2e77433e5c","f9c61d9c-8193-4cc8-b9f0-9287583f156f",5,27.52,13.57,124.03,"CreditCard","Store 66","Pending",10/27/2024 6:15:38 PM,"Alice Lee","alice.lee@example.com","Sample Product E","Description for product E."
"b0f1300a-c8f3-49d7-8b93-d8a0fa3a7000","259cb701-dbe9-4ca7-be3d-eef9a9ef929d","456fdf96-1d9d-4bb4-b0e9-56807f7cd9f0",4,34.77,9.42,129.66,"Cash","Store 65","Completed",11/1/2024 6:15:38 PM,"John White","john.white@example.com","Sample Product F","Description for product F."
"b0f1300a-c8f3-49d7-8b93-d8a0fa3a7000","259cb701-dbe9-4ca7-be3d-eef9a9ef929d","fe8587fd-a796-4c98-a174-dc0fe4604eca",1,10.58,15.46,-4.88,"Cash","Store 66","Completed",10/11/2024 6:15:38 PM,"Frank Davis","frank.davis@example.com","Sample Product G","Description for product G."
"2814b55f-4974-48b9-9b37-f61a931683c0","fd240276-eb27-427c-a10e-56904fa0a4ba","57d42be8-e425-4b6c-abf4-f2b92e1c4f54",2,84.09,19.22,148.96,"Voucher","Store 65","Completed",10/23/2024 6:15:38 PM,"Bob Doe","bob.doe@example.com","Sample Product H","Description for product H."
"90837189-5c0e-4cd3-915e-79b203f098dd","6a2a2a57-b018-4cd9-9e8c-55ea37464c55","1a697c68-ef6e-43ee-a8c9-83c4d9f190a9",5,31.66,7.76,150.54,"Cash","Store 66","Completed",10/21/2024 6:15:38 PM,"Amelia Johnson","amelia.johnson@example.com","Sample Product I","Description for product I."
"d8b74a97-fe3d-45c8-b560-bdcd886051ee","45782b10-eae1-4e20-bd14-44f42824a232","202ca640-6de6-4109-a894-2535b0f29d25",2,40.92,16.84,65,"Voucher","Store 66","Completed",10/20/2024 6:15:38 PM,"Noah King","noah.king@example.com","Sample Product J","Description for product J."
"2814b55f-4974-48b9-9b37-f61a931683c0","fd240276-eb27-427c-a10e-56904fa0a4ba","b20d168c-0990-4ea1-aa40-d35bac37ecc0",3,33.21,0.79,98.84,"CreditCard","Store 66","Cancelled",10/31/2024 6:15:38 PM,"Noah Miller","noah.miller@example.com","Sample Product K","Description for product K."
"57ad1acf-ec0a-4302-afd1-9f97c4bb5ef2","3b78d990-d019-4c70-8c55-225c051b6bde","478ec5c7-0d95-4e19-9d66-1d9c9e9d4484",5,27.86,0.55,138.75,"DebitCard","Store 67","Cancelled",10/24/2024 6:15:38 PM,"Jackson Clark","jackson.clark@example.com","Sample Product L","Description for product L."
"bbd1e4a0-d116-432b-a02f-dc2061bf7158","30fe7f2f-55a0-4e4b-a231-65d7de1091b6","80113f71-3a87-4a49-956a-de9718343b1c",5,57.03,4.48,280.67,"DigitalWallet","Store 66","Completed",11/8/2024 6:15:38 PM,"Emma Martinez","emma.martinez@example.com","Sample Product M","Description for product M."
"bbd1e4a0-d116-432b-a02f-dc2061bf7158","30fe7f2f-55a0-4e4b-a231-65d7de1091b6","c32d63d3-965e-45f3-855b-50643d70e115",3,70.1,19.12,191.18,"Cash","Store 66","Cancelled",10/30/2024 6:15:38 PM,"Bob Hall","bob.hall@example.com","Sample Product N","Description for product N."
"b0f1300a-c8f3-49d7-8b93-d8a0fa3a7000","259cb701-dbe9-4ca7-be3d-eef9a9ef929d","e21ad4c7-71a2-456c-af10-71692b76f83e",1,91,3.27,87.73,"DigitalWallet","Store 68","Completed",10/12/2024 6:15:38 PM,"Frank Martin","frank.martin@example.com","Sample Product O","Description for product O."
"afe395cf-71c6-4595-8c68-32deb005f32a","caeab0de-5f38-4fd3-a0c4-548e4e746721","81179a16-4e3c-4879-ae56-0862c4b2932f",4,36.98,6.03,141.89,"DebitCard","Store 68","Completed",11/6/2024 6:15:38 PM,"Ava Thomas","ava.thomas@example.com","Sample Product P","Description for product P."
"dec16f9f-5528-43a1-a247-213dc1957b29","b2ec7886-a446-43f5-95b7-6df24a9105b5","21b9460c-cf20-410f-be48-0038a4640c81",2,44.87,8.5,81.24,"Voucher","Store 67","Pending",11/1/2024 6:15:38 PM,"Chloe Lewis","chloe.lewis@example.com","Sample Product Q","Description for product Q."
"c90b28e8-e585-40a5-b1ff-f8b353a31187","ab539324-e147-489c-a443-9d1eebb8f9ce","05874abc-1698-4398-9a66-0913897275d1",2,46.87,0.19,93.55,"DigitalWallet","Store 67","Completed",10/23/2024 6:15:38 PM,"Lucas Jackson","lucas.jackson@example.com","Sample Product R","Description for product R."
"dd31da65-e5c2-487e-9845-2c90c3712888","658b7537-c64c-4788-9523-59567b552f78","16bdde86-1320-4916-8ba8-27182ab545d0",4,66.48,12,253.92,"DebitCard","Store 68","Cancelled",10/23/2024 6:15:38 PM,"Frank King","frank.king@example.com","Sample Product S","Description for product S."
"1b23b05a-42e2-4faa-ae60-5f09984efd8b","8d5f3307-8a5b-4aca-9eb6-4ee5ffb1b31a","c0095ac0-462a-42ab-a5b6-a013e056fb8e",5,93.83,19.06,450.09,"CreditCard","Store 67","Completed",10/21/2024 6:15:38 PM,"Caleb Lee","caleb.lee@example.com","Sample Product T","Description for product T."
"141cba79-e1c6-448b-bdb0-b0728375a767","412b9a89-6cfc-403b-adf3-df92e1d01f43","25ceb473-53f1-4c7e-9986-689d4fb6231d",5,36.02,13.08,167.02,"DigitalWallet","Store 65","Cancelled",10/15/2024 6:15:38 PM,"Jackson Martin","jackson.martin@example.com","Sample Product U","Description for product U."
"00c9c262-0f94-428c-99fc-79ba9d372637","6ab3607f-1765-4acc-b3a5-c7d44510df33","8ad14975-6f20-419a-a8a1-617c1ce5237e",1,52.09,1,51.09,"DebitCard","Store 67","Cancelled",10/22/2024 6:15:38 PM,"Mason Williams","mason.williams@example.com","Sample Product V","Description for product V."
"141cba79-e1c6-448b-bdb0-b0728375a767","412b9a89-6cfc-403b-adf3-df92e1d01f43","8fa25779-81b9-4475-867c-55357f15a064",4,52,4.96,203.04,"Voucher","Store 68","Pending",10/14/2024 6:15:38 PM,"David Lee","david.lee@example.com","Sample Product W","Description for product W."
"865dc4f3-3653-4a46-82d9-4a67e7573c35","dd52d8ea-c172-4b2e-aeac-d07525bf606c","1909cbb2-60e9-489c-85ba-ad923c93563b",5,22.09,19.26,91.19,"Voucher","Store 66","Cancelled",11/6/2024 6:15:38 PM,"Aiden Moore","aiden.moore@example.com","Sample Product X","Description for product X."
"9ccb0bed-edab-4ab2-9140-c5ecad154768","ccb5c928-c7ba-4e62-9767-a74c47bcf1f5","f5021967-c40d-4ff2-9c72-51940180c4dc",3,47.91,5.33,138.4,"Cash","Store 68","Cancelled",10/29/2024 6:15:38 PM,"Jackson Robinson","jackson.robinson@example.com","Sample Product Y","Description for product Y."
"d5c2f91e-9d2b-4bb3-9afe-be87db7a0712","392dbb3c-2b13-4b67-b263-0d1c515cee16","bc5ff738-5027-404f-8d80-b611808c9064",3,74.05,1.32,220.83,"Cash","Store 68","Pending",10/10/2024 6:15:38 PM,"Jackson Garcia","jackson.garcia@example.com","Sample Product Z","Description for product Z."
"8ff02390-976a-4a07-ae18-2729fda102a3","19e4078d-01b0-49b2-a0d3-fd6feae7e30c","e4784235-946c-40df-9cd7-8bc1f0e7ae44",2,96.75,7.59,185.91,"DigitalWallet","Store 66","Cancelled",11/2/2024 6:15:38 PM,"David Anderson","david.anderson@example.com","Sample Product A","Description for product A."
"b0f1300a-c8f3-49d7-8b93-d8a0fa3a7000","259cb701-dbe9-4ca7-be3d-eef9a9ef929d","c7b81d87-0a12-4584-ae8a-5597d0c8273d",4,21.93,4.88,82.84,"CreditCard","Store 65","Completed",10/25/2024 6:15:38 PM,"Jane Allen","jane.allen@example.com","Sample Product B","Description for product B."
"a047a3e4-0cce-411a-a4a2-5ee95bc2c02b","30dfde5b-97c1-4a3c-b763-057470841ebe","6ebe8934-372b-40ea-8720-e2fadb357b1d",4,28.99,10.03,105.93,"Voucher","Store 66","Cancelled",11/5/2024 6:15:38 PM,"John King","john.king@example.com","Sample Product C","Description for product C."
"bbd1e4a0-d116-432b-a02f-dc2061bf7158","30fe7f2f-55a0-4e4b-a231-65d7de1091b6","c601de91-5e0e-4b57-b1d8-8b49e9576f32",3,31.26,3.92,89.86,"DigitalWallet","Store 68","Cancelled",11/2/2024 6:15:38 PM,"Chloe Thomas","chloe.thomas@example.com","Sample Product D","Description for product D."
"fa3d4fbd-9d31-4eda-b64e-3420edf35d44","187cc987-074f-4fb4-81e5-2c7f50484ef4","f9c61d9c-8193-4cc8-b9f0-9287583f156f",1,23.58,1.36,22.22,"Voucher","Store 65","Completed",10/24/2024 6:15:38 PM,"Mason King","mason.king@example.com","Sample Product E","Description for product E."
"825a1448-df32-4319-afa4-6139b34ed6f8","7680c059-120d-48bc-835c-68ff50dc7d61","456fdf96-1d9d-4bb4-b0e9-56807f7cd9f0",4,89.23,13.48,343.44,"Voucher","Store 68","Cancelled",10/19/2024 6:15:38 PM,"Charlotte Lewis","charlotte.lewis@example.com","Sample Product F","Description for product F."
"92fede4d-3048-4a5d-8bf7-0298f7520638","d27b3f4a-5bde-4874-9742-d2d3b734eafc","fe8587fd-a796-4c98-a174-dc0fe4604eca",4,55.62,7.53,214.95,"Voucher","Store 65","Cancelled",10/18/2024 6:15:38 PM,"David Williams","david.williams@example.com","Sample Product G","Description for product G."
